"user_id","name","screen_name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x800501342653399040","The NY Evening","TheNYevening","New York, NY","Truth, Justice and Wisdom!
We discuss Conspiracies, Alternative and Breaking News, Aliens, UFOs, Unexplained Phenomena.","https://t.co/ZJEbFLWzAK",FALSE,9821,10572,87,8315,312,2016-11-21 00:49:27,FALSE,"https://t.co/ZJEbFLWzAK","http://nyeveningnews.com/","en","https://pbs.twimg.com/profile_banners/800501342653399040/1507463209","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/800505259332431872/3jpChnkg_normal.jpg"
"x205576004","Joseph Haraszti, MD","DrJoeHaraszti","Pasadena, CA","Dr. Joe Haraszti is a world-renown psychiatrist and addictionologist who specializes in the treatment of depression, addiction and bipolar illness.",,FALSE,269,409,8,1902,4,2010-10-21 05:05:32,FALSE,,,"en","https://pbs.twimg.com/profile_banners/205576004/1464106343","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/735145725353287680/8xmSmKAU_normal.jpg"
"x41674924","Colin Baker","ColinBBaker","Los Angeles","","http://t.co/l6NNCdN0MG",FALSE,1331,2379,50,7889,2,2009-05-21 20:52:13,FALSE,"http://t.co/l6NNCdN0MG","http://kissmedicaco.com","en",,"http://pbs.twimg.com/profile_background_images/14710692/AHPR_logo_new.jpg","http://pbs.twimg.com/profile_images/1431275250/IMG_0030_normal.JPG"
"x44375201","Marta Waller","martavision","Southern California","","http://t.co/O2klSdzshs",FALSE,9864,2700,46,8758,10,2009-06-03 14:59:22,FALSE,"http://t.co/O2klSdzshs","http://www.kissmediaco.com","en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1488826870/Marta_normal.jpg"
"x16735168","rogerscott","rogerscott","Los Angeles","","http://t.co/wS6SEMs3Pj",FALSE,4841,859,40,9104,38,2008-10-14 07:52:09,FALSE,"http://t.co/wS6SEMs3Pj","http://kissmediaco.com","en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000204924889/0872f4fc3532b87ca9e3aaf06e44a8a3_normal.png"
"x325770200","K.I.S.S. Media","KISSMediaCo","Los Angeles, CA","Your company has its own voice. We just turn up the volume. K.I.S.S. Media. 
#marketing #production #losangeles media training, social networking","http://t.co/PgcssDincG",FALSE,818,1872,64,7885,7,2011-06-28 20:56:31,FALSE,"http://t.co/PgcssDincG","http://www.kissmediaco.com","en",,"http://pbs.twimg.com/profile_background_images/279761202/K.I.S.S._lips_logo.jpg","http://pbs.twimg.com/profile_images/1417775932/Kiss_square_normal.jpg"
"x492378961","Heather Renwick","HeatherRenwick","Canada","Repeal C-51, No TPP, CETA, TISA or any other deal that doesn't totally benefit Canada-Not the Elite!",,FALSE,4357,4430,533,159420,97569,2012-02-14 17:09:06,FALSE,,,"en","https://pbs.twimg.com/profile_banners/492378961/1407278078","http://pbs.twimg.com/profile_background_images/496798614530715648/0tHrufTp.jpeg","http://pbs.twimg.com/profile_images/589495731565690880/sKK0hNDI_normal.png"
"x2970434660","Meira Gebel","MeiraGebel","New York, NY","Journalist. Copy editing/reporting: @MLNow @sanfranmag @sfbusinesstimes @DJNF @BmtEnterprise. Covering science/health for @UptownRadio/@columbiajourn","https://t.co/I2NnUhPk42",FALSE,674,2050,22,4719,13442,2015-01-09 22:13:36,FALSE,"https://t.co/I2NnUhPk42","https://meiramgebel.com/","en","https://pbs.twimg.com/profile_banners/2970434660/1487036630","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/913786221075292160/nUDH4f-n_normal.jpg"
"x205576004","Joseph Haraszti, MD","DrJoeHaraszti","Pasadena, CA","Dr. Joe Haraszti is a world-renown psychiatrist and addictionologist who specializes in the treatment of depression, addiction and bipolar illness.",,FALSE,269,409,8,1902,4,2010-10-21 05:05:32,FALSE,,,"en","https://pbs.twimg.com/profile_banners/205576004/1464106343","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/735145725353287680/8xmSmKAU_normal.jpg"
"x44375201","Marta Waller","martavision","Southern California","","http://t.co/O2klSdzshs",FALSE,9864,2700,46,8758,10,2009-06-03 14:59:22,FALSE,"http://t.co/O2klSdzshs","http://www.kissmediaco.com","en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1488826870/Marta_normal.jpg"
"x16735168","rogerscott","rogerscott","Los Angeles","","http://t.co/wS6SEMs3Pj",FALSE,4841,859,40,9104,38,2008-10-14 07:52:09,FALSE,"http://t.co/wS6SEMs3Pj","http://kissmediaco.com","en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000204924889/0872f4fc3532b87ca9e3aaf06e44a8a3_normal.png"
"x325770200","K.I.S.S. Media","KISSMediaCo","Los Angeles, CA","Your company has its own voice. We just turn up the volume. K.I.S.S. Media. 
#marketing #production #losangeles media training, social networking","http://t.co/PgcssDincG",FALSE,818,1872,64,7885,7,2011-06-28 20:56:31,FALSE,"http://t.co/PgcssDincG","http://www.kissmediaco.com","en",,"http://pbs.twimg.com/profile_background_images/279761202/K.I.S.S._lips_logo.jpg","http://pbs.twimg.com/profile_images/1417775932/Kiss_square_normal.jpg"
"x41674924","Colin Baker","ColinBBaker","Los Angeles","","http://t.co/l6NNCdN0MG",FALSE,1331,2379,50,7889,2,2009-05-21 20:52:13,FALSE,"http://t.co/l6NNCdN0MG","http://kissmedicaco.com","en",,"http://pbs.twimg.com/profile_background_images/14710692/AHPR_logo_new.jpg","http://pbs.twimg.com/profile_images/1431275250/IMG_0030_normal.JPG"
"x19324624","Roy Brown","CarolinaFan1982","Richmond, VA ","Medical librarian tweeting on topics concerning medical libraries, health care, nursing,  pop culture and sports.  :)  All views are my own. #medlibs","http://t.co/eGP4w16m7K",FALSE,1089,1624,292,31024,2932,2009-01-22 03:49:21,FALSE,"http://t.co/eGP4w16m7K","http://page.is/roy-brown","en","https://pbs.twimg.com/profile_banners/19324624/1486661736","http://pbs.twimg.com/profile_background_images/448994801006829569/KSynr2Jz.jpeg","http://pbs.twimg.com/profile_images/540929596607037441/Ha1Fqczv_normal.jpeg"
"x518617954","Roy Brown","VCUNursingLib","Richmond, VA ","Medical librarian and former high school teacher",,FALSE,129,11,44,9281,0,2012-03-08 15:54:29,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1881700595/vcu_50_normal.png"
"x415773785","Sassa Pea","SassaPea","And the grass. somehow greener. ","The Pea is in the pool.
True Believer Human Potential, Art, Culture, Math, Collective Communities w/ Individual Autonomy, ❤️ Ron Paul.
No Corruption or Slavery",,FALSE,1024,2217,0,11514,14971,2011-11-18 20:02:17,FALSE,,,"en","https://pbs.twimg.com/profile_banners/415773785/1517301324","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/958253054892982272/XNtHy-8W_normal.jpg"
"x34014284","James Palmer","jMESSpalmer","Houston, TX","Harris County Reporter for @CourthouseNews. Politics, tech, law and business. #TXST graduate. Other attributes.","https://t.co/est8zTwPzU",FALSE,364,765,17,9993,5606,2009-04-21 19:41:52,FALSE,"https://t.co/est8zTwPzU","http://courthousenews.com","en",,"http://pbs.twimg.com/profile_background_images/28795897/01195abandoned1600x1200cj4.jpg","http://pbs.twimg.com/profile_images/855648263978049536/vVSwE-ZO_normal.jpg"
"x34740650","Courthouse News","CourthouseNews","","Courthouse News covers legal developments in every state.","http://t.co/VNhvE8eUk9",FALSE,6894,257,318,16791,1496,2009-04-23 21:44:30,FALSE,"http://t.co/VNhvE8eUk9","http://www.courthousenews.com","en","https://pbs.twimg.com/profile_banners/34740650/1503522375","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/842389962918055936/CdPFFG5H_normal.jpg"
"x3886191014","RonV","copper19781","","Loving Husband, Great Grandfather, Veteran, Retired Police Officer and MAGA Trump supporter.",,FALSE,4302,4524,21,45037,259,2015-10-14 00:43:48,FALSE,,,"en","https://pbs.twimg.com/profile_banners/3886191014/1503410144","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/899991460740685825/Rof4zxaG_normal.jpg"
"x808424449552896000","Emily Z. Media","emilyzmedia","Wisconsin, USA","Periodista/Journalist @CourthouseNews 📰#EmilyZMedia  TIPS•Milwaukee@CourthouseNews.com","https://t.co/U3LzuN3mVl",FALSE,138,933,4,1710,337,2016-12-12 21:33:03,FALSE,"https://t.co/U3LzuN3mVl","http://bit.ly/2xLgzFp","en","https://pbs.twimg.com/profile_banners/808424449552896000/1504552851",,"http://pbs.twimg.com/profile_images/884608279862816771/2sy6Fmro_normal.jpg"
"x17045445","LDC 💀🇨🇦 🇿🇦","elle_dee_see","Ottawa, Ontario, CANADA","GENEALOGY, family history, ancestry, CONTESTS, freebies, deals, GEEKERY, travel, MOVIES, BOOKS, animals, health & wellness. 
RTs ≠ endorsement.
#spoonie #INFJ","https://t.co/zSU7jPUP97",FALSE,3776,4100,213,46149,19309,2008-10-29 17:02:20,FALSE,"https://t.co/zSU7jPUP97","http://about.me/LDC","en","https://pbs.twimg.com/profile_banners/17045445/1398215851","http://pbs.twimg.com/profile_background_images/5383956/fantasy_16.jpg","http://pbs.twimg.com/profile_images/927972965513170944/4B3IZ2ep_normal.jpg"
"x2870874383","Courtney Trombley","cc_trombley","","",,FALSE,9,25,0,24,6,2014-11-10 17:28:47,FALSE,,,"en","https://pbs.twimg.com/profile_banners/2870874383/1416367062","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/534908340531625984/Uz-DiLgu_normal.jpeg"
"x724336285343690752","New Day Dawned","newdwned","","",,FALSE,255,287,44,48,421,2016-04-24 20:36:42,FALSE,,,"en","https://pbs.twimg.com/profile_banners/724336285343690752/1520338013","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/970993988655296512/HQdrZWfb_normal.jpg"
"x64932923","Erika","Erikajakins","","I Love jesus with all my Heart . I'm a Red White and Blue Patroit . MD VP of a medical clinic. ER Nurse ENMMC . PsyD . Trump supporter #MAGA",,FALSE,6766,6062,78,41819,18997,2009-08-12 04:11:07,FALSE,,,"en","https://pbs.twimg.com/profile_banners/64932923/1364147759","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/901982234411884545/_AE8_Dn4_normal.jpg"
"x808424449552896000","Emily Z. Media","emilyzmedia","Wisconsin, USA","Periodista/Journalist @CourthouseNews 📰#EmilyZMedia  TIPS•Milwaukee@CourthouseNews.com","https://t.co/U3LzuN3mVl",FALSE,138,933,4,1710,337,2016-12-12 21:33:03,FALSE,"https://t.co/U3LzuN3mVl","http://bit.ly/2xLgzFp","en","https://pbs.twimg.com/profile_banners/808424449552896000/1504552851",,"http://pbs.twimg.com/profile_images/884608279862816771/2sy6Fmro_normal.jpg"
"x797456892452859904","Complementary Meds","compandalt","England, United Kingdom","Challenges misleading claims in complementary and alternative medicine. Dislikes pseudoscience and quackery. Pro science and evidence based medicine. Skeptic","https://t.co/TvQJ64mGnH",FALSE,656,624,10,4875,7856,2016-11-12 15:11:54,FALSE,"https://t.co/TvQJ64mGnH","https://complementaryandalternative.wordpress.com/","en",,,"http://pbs.twimg.com/profile_images/799960951957155840/dggsEZGd_normal.jpg"
"x954466996568997889","Trumpster 🇺🇸 #MAGA","Trumpst09099220","","",,FALSE,318,377,0,3887,5815,2018-01-19 21:33:59,FALSE,,,"en","https://pbs.twimg.com/profile_banners/954466996568997889/1516580647",,"http://pbs.twimg.com/profile_images/967086864338272256/FvbcxkBo_normal.jpg"
"x2758648869","Rachel Dumais","rachel_dumais","Toronto / Saskatoon","Nurse, Optimist, Nerd, Kindness Advocate, Healthy Lifestyle Enthusiast",,FALSE,513,750,36,6481,12973,2014-09-01 21:56:37,FALSE,,,"en","https://pbs.twimg.com/profile_banners/2758648869/1433803710","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/608043007678357504/8bFVw-IP_normal.jpg"
"x407395156","Timothy Caulfield","CaulfieldTim","Edmonton Canada","Professor of health law & science policy, speaker, TV host & author of Is Gwyneth Paltrow Wrong About Everything?  Instagram: @CaulfieldTim","https://t.co/8D6c01dajj",FALSE,29645,1482,889,45995,21,2011-11-08 01:11:32,TRUE,"https://t.co/8D6c01dajj","http://www.hli.ualberta.ca/People/TimothyCaulfield.aspx","en","https://pbs.twimg.com/profile_banners/407395156/1500059934","http://pbs.twimg.com/profile_background_images/458953158669000704/XcDfz8xV.jpeg","http://pbs.twimg.com/profile_images/885940388283899904/8F6TSFdi_normal.jpg"
"x380480085","BestYet HealthMart","BestYetHealthRx","Harrah, OK","We are a friendly independent pharmacy that specializes in customer service and patient care; we want to be YOUR pharmacy","http://t.co/MXhIMemwqW",FALSE,392,435,14,1936,64,2011-09-26 18:30:37,FALSE,"http://t.co/MXhIMemwqW","http://www.bestyetrx.com/","en","https://pbs.twimg.com/profile_banners/380480085/1427303283","http://pbs.twimg.com/profile_background_images/573937427/e0hsd4xb0jqsuet5k23u.jpeg","http://pbs.twimg.com/profile_images/1561190430/BestYet_normal.jpg"
"x22282015","Darla Shine","darlashine","Small Town America ","Faith, Family, Friends, Freedom,                            Proud to be a happy housewife. 
Author, Happy Housewives.","http://t.co/Y3RFMJe19j",FALSE,611,227,10,4663,1085,2009-02-28 18:36:37,FALSE,"http://t.co/Y3RFMJe19j","http://www.happyhousewivesclub.com","en","https://pbs.twimg.com/profile_banners/22282015/1424662376","http://pbs.twimg.com/profile_background_images/5057932/Darlas_background.jpg","http://pbs.twimg.com/profile_images/544635693893292032/oms2hTmj_normal.jpeg"
"x436818786","tatiana soltero","thats_tat","","🦈🦈🦈",,FALSE,422,387,1,5739,7651,2011-12-14 16:30:08,FALSE,,,"en","https://pbs.twimg.com/profile_banners/436818786/1515051243","http://pbs.twimg.com/profile_background_images/378800000085091349/c6ac19be75e7bdb9dfd3d817336b7af9.jpeg","http://pbs.twimg.com/profile_images/939379813143531521/DQIZn72g_normal.jpg"
"x815604836414722048","CandyCuisine","CuisineCandy","","",,FALSE,1042,1440,2,36698,34356,2017-01-01 17:05:21,FALSE,,,"en",,,"http://pbs.twimg.com/profile_images/834510157816197121/8bTxL8f2_normal.jpg"
"x315938105","Ihaveflaws","Ihave937flaws","Washington, DC","PROUD AMERICAN. Will always follow-back when I can. Love my fellow Patriots on Twitter. #MAGA",,FALSE,3134,4995,77,76132,12140,2011-06-12 17:52:01,FALSE,,,"en","https://pbs.twimg.com/profile_banners/315938105/1439684846","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/632707014150459392/Nu1UmBfe_normal.jpg"
"x801806997884702721","John H","Jeh57John","Iowa,Illinois,Kentucky,Texas","Born in Iowa. US Army Reserves & American Legion member. Husband, father, grandfather. 🇺🇸waver. Hawkeye NRA.Sheltie lover. 💯 DJT #MAGA#",,FALSE,7699,7207,8,47911,31668,2016-11-24 15:17:39,FALSE,,,"en","https://pbs.twimg.com/profile_banners/801806997884702721/1510451129",,"http://pbs.twimg.com/profile_images/929525149380104192/HrLVatAp_normal.jpg"
"x16623449","eve007","eve007","earth bound","Question everything!",,FALSE,49,212,0,2370,342,2008-10-07 00:57:34,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme2/bg.gif","http://pbs.twimg.com/profile_images/1701615048/1299214924781611017_1_50a14d78_normal.jpg"
"x836922662","Truthseeker","Myhopeissure","Florida","Bible believing christian,wife,mother,and teacher. I love God,my husband, children,country and yes,the Florida Gators.",,FALSE,495,1132,7,5419,2069,2012-09-21 03:41:24,FALSE,,,"en","https://pbs.twimg.com/profile_banners/836922662/1520610716","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/972134898822799360/jHZLudud_normal.jpg"
"x24243617","ZenitramKC","aviles1980","Kansas City","",,FALSE,75,354,1,781,1924,2009-03-13 20:15:03,FALSE,,,"en","https://pbs.twimg.com/profile_banners/24243617/1515639396","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/971236267722756096/HpnfzHCA_normal.jpg"
"x913560208718258178","CitizenObservers","CitizenNewsfeed","Seattle, WA","Promoting fair, equitable, and constitutional outcomes for US Citizens by relying on facts. #OrbOfWonder #MAGA #TrumpTrain #GunRights #2A #1A",,FALSE,6530,447,6,4559,1708,2017-09-29 00:25:01,FALSE,,,"en","https://pbs.twimg.com/profile_banners/913560208718258178/1515280746",,"http://pbs.twimg.com/profile_images/949780630660825088/uU0NnkLD_normal.jpg"
"x806675320556265473","Travis Janes","travis_janes","","Father of Eight, let that sink in.",,FALSE,1203,1064,2,7435,3205,2016-12-08 01:42:38,FALSE,,,"en",,,"http://pbs.twimg.com/profile_images/825804469531054080/wWFRvKe0_normal.jpg"
"x3584299873","Made in America","JohnRomaniello4","U.S.A. U.S.A. U.S.A. U.S.A. !","Trump's ""MY "" President!",,FALSE,200,99,25,20251,3576,2015-09-16 15:59:06,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/763218029064761344/ywKVydn__normal.jpg"
"x759645884","James Eaton","jk_eaton","Algonquin College, Ottawa","Instructor in the Electro-Mechanical Engineering program at Algonquin College. Teaching & helping learners acquire real-world skills. RTs not endorsements.",,FALSE,522,1218,10,2904,37881,2012-08-15 16:01:22,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/2738318098/3e6ef576911c0bb6910c7bcd1a6bba3d_normal.jpeg"
"x816055455264870400","Chrissy green","Chrissygreen12","Minnehopeless MN","USA❤️MILITARY🙏🏻POLITICS💙@GenFlynn @kevincorke @edhenry @denvernight @JamesRosenTV @OliverMcGee @KayaJones @Scaramucci @cvpayne @TheCheefReport 🇺🇸MAGA🇺🇸",,FALSE,3054,2513,9,24420,27655,2017-01-02 22:55:56,FALSE,,,"en","https://pbs.twimg.com/profile_banners/816055455264870400/1514852618",,"http://pbs.twimg.com/profile_images/972121852658188288/d8k7qL_U_normal.jpg"
"x84366480","Ottawa Public Health","ottawahealth","En français @OttawaSante","Ottawa’s leading source for health information, programs & services. Prevention, promotion & protection for healthy communities. Tweets by: Christine & Eric","https://t.co/al6xqGWQ49",FALSE,51660,439,806,22889,6448,2009-10-22 16:41:01,TRUE,"https://t.co/al6xqGWQ49","https://twitter.com/ottawasante","en","https://pbs.twimg.com/profile_banners/84366480/1518187618","http://pbs.twimg.com/profile_background_images/378800000117327742/91a4df3d9316ba73bac72abb2291b4a2.jpeg","http://pbs.twimg.com/profile_images/664995376915582976/IQBf8k31_normal.jpg"
"x961065518282264576","He that shall not be named","ThatNiggerGary","The Hot Gates","🇺🇸👊 Our Arrows will blot out the sun...Then we will FIGHT in the shade..#MAGA #PRO2A #NRAForLife #CMBTVETS #PROTRUMP #LIBERTY #1A #America1st #Truth #RD 💊",,FALSE,606,867,0,844,797,2018-02-07 02:34:10,FALSE,,,"en","https://pbs.twimg.com/profile_banners/961065518282264576/1519697902",,"http://pbs.twimg.com/profile_images/968309297775079426/Jp0SwtQk_normal.jpg"
"x28635395","CBS 58 News","CBS58","Milwaukee, WI","We are Milwaukee's News. Plus your complete Ready Weather forecast! Snapchat: cbs58news","https://t.co/V3ySu3FVc1",FALSE,21907,1527,675,64613,1314,2009-04-03 19:40:24,TRUE,"https://t.co/V3ySu3FVc1","http://www.cbs58.com","en","https://pbs.twimg.com/profile_banners/28635395/1486572436","http://pbs.twimg.com/profile_background_images/639949979294023680/ZqLhOdv_.jpg","http://pbs.twimg.com/profile_images/723152170959278082/lvNKBnkQ_normal.jpg"
"x1977365496","ittybittycrenshaw","pal29b","","PRO-God, Life, Israel, Trump, Military, Constitution, America 1st, Guns, FREE Speech, Borders, Assimilation, Vetting!!! 🇺🇸🇺🇸🇺🇸 Proud Deplorable! 👍👍👍",,FALSE,5136,5639,199,151241,87859,2013-10-21 04:30:16,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1977365496/1514780834","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/743455411093725184/Q8Km6ipM_normal.jpg"
"x895423000060674049","SLY 🇺🇸 Matriarch 🇺🇸 II","SLYmatriarch","Phoenix, AZ","Please follow back. Happily married. NO DATING DM's. MAGA, NRA, Retired #1stResponder. No lists/blocked. RT does not mean endorsement",,FALSE,5646,5021,11,15074,14412,2017-08-09 23:14:14,FALSE,,,"en","https://pbs.twimg.com/profile_banners/895423000060674049/1520309974",,"http://pbs.twimg.com/profile_images/957041654900207617/QK3ZMoev_normal.jpg"
"x538369738","DHIN","DHIN_HIE","Dover, DE","We are Delaware Health Information Network, the first and most mature statewide health information exchange (#HIE) in the nation.","http://t.co/xv7lMaLYAR",FALSE,1944,2382,397,18521,666,2012-03-27 18:09:02,FALSE,"http://t.co/xv7lMaLYAR","http://www.dhin.org/","en","https://pbs.twimg.com/profile_banners/538369738/1508354372","http://pbs.twimg.com/profile_background_images/781919151/5eb6ba93bc010300d2191b7407416314.jpeg","http://pbs.twimg.com/profile_images/3499044832/39c71beb9754443371cc398471343ac9_normal.jpeg"
"x978573830","Kate Chappell","kchappellnews","Milwaukee, WI","Evening anchor and reporter @CBS58 in Milwaukee, WI. Proud Packer fan.","https://t.co/VjAUj2YQYs",FALSE,2316,376,84,13406,1922,2012-11-29 15:29:11,TRUE,"https://t.co/VjAUj2YQYs","https://www.facebook.com/Kate-Chappell-News-276096809165625/","en","https://pbs.twimg.com/profile_banners/978573830/1486591473","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/726068895962918912/peEGvT2c_normal.jpg"
"x824039352439226369","Julie Silas-Hodgson","SilasHodgson","","Christian, Wife,Mom, Grandma, Great Grandma, Patriot, President Trump Supporter",,FALSE,10626,10483,11,46585,145470,2017-01-24 23:41:06,FALSE,,,"en",,,"http://pbs.twimg.com/profile_images/971572798396264450/NpaiH0GL_normal.jpg"
"x325770200","K.I.S.S. Media","KISSMediaCo","Los Angeles, CA","Your company has its own voice. We just turn up the volume. K.I.S.S. Media. 
#marketing #production #losangeles media training, social networking","http://t.co/PgcssDincG",FALSE,818,1872,64,7885,7,2011-06-28 20:56:31,FALSE,"http://t.co/PgcssDincG","http://www.kissmediaco.com","en",,"http://pbs.twimg.com/profile_background_images/279761202/K.I.S.S._lips_logo.jpg","http://pbs.twimg.com/profile_images/1417775932/Kiss_square_normal.jpg"
"x44375201","Marta Waller","martavision","Southern California","","http://t.co/O2klSdzshs",FALSE,9864,2700,46,8758,10,2009-06-03 14:59:22,FALSE,"http://t.co/O2klSdzshs","http://www.kissmediaco.com","en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1488826870/Marta_normal.jpg"
"x41674924","Colin Baker","ColinBBaker","Los Angeles","","http://t.co/l6NNCdN0MG",FALSE,1331,2379,50,7889,2,2009-05-21 20:52:13,FALSE,"http://t.co/l6NNCdN0MG","http://kissmedicaco.com","en",,"http://pbs.twimg.com/profile_background_images/14710692/AHPR_logo_new.jpg","http://pbs.twimg.com/profile_images/1431275250/IMG_0030_normal.JPG"
"x205576004","Joseph Haraszti, MD","DrJoeHaraszti","Pasadena, CA","Dr. Joe Haraszti is a world-renown psychiatrist and addictionologist who specializes in the treatment of depression, addiction and bipolar illness.",,FALSE,269,409,8,1902,4,2010-10-21 05:05:32,FALSE,,,"en","https://pbs.twimg.com/profile_banners/205576004/1464106343","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/735145725353287680/8xmSmKAU_normal.jpg"
"x16735168","rogerscott","rogerscott","Los Angeles","","http://t.co/wS6SEMs3Pj",FALSE,4841,859,40,9104,38,2008-10-14 07:52:09,FALSE,"http://t.co/wS6SEMs3Pj","http://kissmediaco.com","en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000204924889/0872f4fc3532b87ca9e3aaf06e44a8a3_normal.png"
"x67503749","Carol Boothe","CarolMBoothe","","Common Sense Conservative, Pro Constitution, Patriotic Air Force Brat, Pro Constitution, Grandmother That Wants To Make This Country Better, Trump Supporter",,FALSE,4832,4675,64,107814,41783,2009-08-21 02:51:23,FALSE,,,"en","https://pbs.twimg.com/profile_banners/67503749/1462580198","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/738079047905746946/1_wGLV23_normal.jpg"
"x324201150","Steve W","SteveW2308","Australia","The very powerful and the very stupid have one thing in common - they don't alter their view to fit the facts, they alter the facts to fit their view.",,FALSE,1298,1116,64,59258,3515,2011-06-26 05:25:01,FALSE,,,"en","https://pbs.twimg.com/profile_banners/324201150/1465517763","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/637877477746933760/pllLGV2H_normal.jpg"
"x325770200","K.I.S.S. Media","KISSMediaCo","Los Angeles, CA","Your company has its own voice. We just turn up the volume. K.I.S.S. Media. 
#marketing #production #losangeles media training, social networking","http://t.co/PgcssDincG",FALSE,818,1872,64,7885,7,2011-06-28 20:56:31,FALSE,"http://t.co/PgcssDincG","http://www.kissmediaco.com","en",,"http://pbs.twimg.com/profile_background_images/279761202/K.I.S.S._lips_logo.jpg","http://pbs.twimg.com/profile_images/1417775932/Kiss_square_normal.jpg"
"x16735168","rogerscott","rogerscott","Los Angeles","","http://t.co/wS6SEMs3Pj",FALSE,4841,859,40,9104,38,2008-10-14 07:52:09,FALSE,"http://t.co/wS6SEMs3Pj","http://kissmediaco.com","en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000204924889/0872f4fc3532b87ca9e3aaf06e44a8a3_normal.png"
"x205576004","Joseph Haraszti, MD","DrJoeHaraszti","Pasadena, CA","Dr. Joe Haraszti is a world-renown psychiatrist and addictionologist who specializes in the treatment of depression, addiction and bipolar illness.",,FALSE,269,409,8,1902,4,2010-10-21 05:05:32,FALSE,,,"en","https://pbs.twimg.com/profile_banners/205576004/1464106343","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/735145725353287680/8xmSmKAU_normal.jpg"
"x44375201","Marta Waller","martavision","Southern California","","http://t.co/O2klSdzshs",FALSE,9864,2700,46,8758,10,2009-06-03 14:59:22,FALSE,"http://t.co/O2klSdzshs","http://www.kissmediaco.com","en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1488826870/Marta_normal.jpg"
"x41674924","Colin Baker","ColinBBaker","Los Angeles","","http://t.co/l6NNCdN0MG",FALSE,1331,2379,50,7889,2,2009-05-21 20:52:13,FALSE,"http://t.co/l6NNCdN0MG","http://kissmedicaco.com","en",,"http://pbs.twimg.com/profile_background_images/14710692/AHPR_logo_new.jpg","http://pbs.twimg.com/profile_images/1431275250/IMG_0030_normal.JPG"
"x205576004","Joseph Haraszti, MD","DrJoeHaraszti","Pasadena, CA","Dr. Joe Haraszti is a world-renown psychiatrist and addictionologist who specializes in the treatment of depression, addiction and bipolar illness.",,FALSE,269,409,8,1902,4,2010-10-21 05:05:32,FALSE,,,"en","https://pbs.twimg.com/profile_banners/205576004/1464106343","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/735145725353287680/8xmSmKAU_normal.jpg"
